building_id,number_of_timestamps,number_of_observations,start,end,expected_hours,percentage_missing,meter_coverage,weather_coverage,site_id,primary_use,floor_area
Bear_education_Iris,17544,17542,2016-01-01,2017-12-31 23:00:00,17544.0,0.01139990880072439,0.9998860009119928,0.9998860009119928,Bear,Education,5456.5
Bear_education_Katy,17544,17539,2016-01-01,2017-12-31 23:00:00,17544.0,0.028499772001822077,0.9997150022799818,0.9998860009119928,Bear,Education,13752.6
Bear_education_Lashanda,17544,17505,2016-01-01,2017-12-31 23:00:00,17544.0,0.22229822161422552,0.9977770177838577,0.9998860009119928,Bear,Education,10945.3
Bear_education_Laurette,17544,17490,2016-01-01,2017-12-31 23:00:00,17544.0,0.30779753761970285,0.996922024623803,0.9998860009119928,Bear,Education,4079.4
Bear_education_Leonel,17544,17540,2016-01-01,2017-12-31 23:00:00,17544.0,0.022799817601459882,0.9997720018239854,0.9998860009119928,Bear,Education,6988.9
Bear_education_Lewis,17544,17505,2016-01-01,2017-12-31 23:00:00,17544.0,0.22229822161422552,0.9977770177838577,0.9998860009119928,Bear,Education,4588.3
Bear_education_Lidia,17544,17505,2016-01-01,2017-12-31 23:00:00,17544.0,0.22229822161422552,0.9977770177838577,0.9998860009119928,Bear,Education,2824.3
Bear_education_Lila,17544,17542,2016-01-01,2017-12-31 23:00:00,17544.0,0.01139990880072439,0.9998860009119928,0.9998860009119928,Bear,Education,11483.9
Bear_education_Liliana,17544,15416,2016-01-01,2017-12-31 23:00:00,17544.0,12.129502963976291,0.8787049703602371,0.9998860009119928,Bear,Education,19143.0
Bear_education_Lorie,17544,17488,2016-01-01,2017-12-31 23:00:00,17544.0,0.31919744642042724,0.9968080255357957,0.9998860009119928,Bear,Education,11212.8
Bear_education_Mara,17544,17233,2016-01-01,2017-12-31 23:00:00,17544.0,1.772685818513453,0.9822731418148655,0.9998860009119928,Bear,Education,11903.3
Bear_education_Marie,17544,17542,2016-01-01,2017-12-31 23:00:00,17544.0,0.01139990880072439,0.9998860009119928,0.9998860009119928,Bear,Education,4739.9
Bear_education_Marsha,17544,17501,2016-01-01,2017-12-31 23:00:00,17544.0,0.2450980392156854,0.9975490196078431,0.9998860009119928,Bear,Education,10304.7
Bear_education_Marta,17544,17534,2016-01-01,2017-12-31 23:00:00,17544.0,0.056999544003644154,0.9994300045599636,0.9998860009119928,Bear,Education,4455.1
Bear_education_Maryjane,17544,17537,2016-01-01,2017-12-31 23:00:00,17544.0,0.03989968080255757,0.9996010031919744,0.9998860009119928,Bear,Education,7998.1
Bear_education_Merrill,17544,14317,2016-01-01,2017-12-31 23:00:00,17544.0,18.393752849977197,0.816062471500228,0.9998860009119928,Bear,Education,3235.3
Bear_education_Millie,17544,17159,2016-01-01,2017-12-31 23:00:00,17544.0,2.1944824441404442,0.9780551755585956,0.9998860009119928,Bear,Education,661.7
Bear_education_Nanette,17544,15905,2016-01-01,2017-12-31 23:00:00,17544.0,9.3422252621979,0.906577747378021,0.9998860009119928,Bear,Education,6150.5
Bear_education_Oscar,17544,17502,2016-01-01,2017-12-31 23:00:00,17544.0,0.2393980848153232,0.9976060191518468,0.9998860009119928,Bear,Education,2186.3
Bear_education_Owen,17544,17537,2016-01-01,2017-12-31 23:00:00,17544.0,0.03989968080255757,0.9996010031919744,0.9998860009119928,Bear,Education,17949.0
Bear_education_Paola,17544,17542,2016-01-01,2017-12-31 23:00:00,17544.0,0.01139990880072439,0.9998860009119928,0.9998860009119928,Bear,Education,12802.6
Bear_education_Patricia,17544,17503,2016-01-01,2017-12-31 23:00:00,17544.0,0.23369813041496101,0.9976630186958504,0.9998860009119928,Bear,Education,16996.0
Bear_education_Pattie,17544,17501,2016-01-01,2017-12-31 23:00:00,17544.0,0.2450980392156854,0.9975490196078431,0.9998860009119928,Bear,Education,8032.9
Bear_education_Rebecca,17544,17491,2016-01-01,2017-12-31 23:00:00,17544.0,0.30209758321932956,0.9969790241678067,0.9998860009119928,Bear,Education,14279.2
Bear_education_Sandy,17544,17406,2016-01-01,2017-12-31 23:00:00,17544.0,0.7865937072503382,0.9921340629274966,0.9998860009119928,Bear,Education,1351.0
Bear_education_Santos,17544,17505,2016-01-01,2017-12-31 23:00:00,17544.0,0.22229822161422552,0.9977770177838577,0.9998860009119928,Bear,Education,1349.3
Bear_education_Sharon,17544,17538,2016-01-01,2017-12-31 23:00:00,17544.0,0.03419972640218427,0.9996580027359782,0.9998860009119928,Bear,Education,5261.7
Bear_education_Shelley,17544,17542,2016-01-01,2017-12-31 23:00:00,17544.0,0.01139990880072439,0.9998860009119928,0.9998860009119928,Bear,Education,22378.8
Bear_education_Tara,17544,17502,2016-01-01,2017-12-31 23:00:00,17544.0,0.2393980848153232,0.9976060191518468,0.9998860009119928,Bear,Education,733.9
Bear_education_Thuy,17544,17542,2016-01-01,2017-12-31 23:00:00,17544.0,0.01139990880072439,0.9998860009119928,0.9998860009119928,Bear,Education,25122.2
Bear_education_Val,17544,17536,2016-01-01,2017-12-31 23:00:00,17544.0,0.045599635202919764,0.9995440036479708,0.9998860009119928,Bear,Education,16469.9
Bear_education_Wade,17544,17526,2016-01-01,2017-12-31 23:00:00,17544.0,0.10259917920656392,0.9989740082079344,0.9998860009119928,Bear,Education,10552.8
Bear_education_Wilton,17544,17527,2016-01-01,2017-12-31 23:00:00,17544.0,0.09689922480620172,0.999031007751938,0.9998860009119928,Bear,Education,28273.4
Bear_education_Wm,17544,17539,2016-01-01,2017-12-31 23:00:00,17544.0,0.028499772001822077,0.9997150022799818,0.9998860009119928,Bear,Education,8679.0
Bear_education_Yuri,17544,17505,2016-01-01,2017-12-31 23:00:00,17544.0,0.22229822161422552,0.9977770177838577,0.9998860009119928,Bear,Education,3793.7
Bear_education_Yvette,17544,17499,2016-01-01,2017-12-31 23:00:00,17544.0,0.2564979480164209,0.9974350205198358,0.9998860009119928,Bear,Education,1423.8
Bear_education_Zandra,17544,17434,2016-01-01,2017-12-31 23:00:00,17544.0,0.6269949840401301,0.9937300501595987,0.9998860009119928,Bear,Education,14372.7
Bear_lodging_Dannie,17544,17501,2016-01-01,2017-12-31 23:00:00,17544.0,0.2450980392156854,0.9975490196078431,0.9998860009119928,Bear,Lodging/residential,2137.9
Bear_lodging_Erick,17544,17505,2016-01-01,2017-12-31 23:00:00,17544.0,0.22229822161422552,0.9977770177838577,0.9998860009119928,Bear,Lodging/residential,6688.5
Bear_lodging_Esperanza,17544,12030,2016-01-01,2017-12-31 23:00:00,17544.0,31.429548563611487,0.6857045143638851,0.9998860009119928,Bear,Lodging/residential,8078.8
Bear_lodging_Evan,17544,17505,2016-01-01,2017-12-31 23:00:00,17544.0,0.22229822161422552,0.9977770177838577,0.9998860009119928,Bear,Lodging/residential,17205.6
Bear_parking_Bridget,17544,11746,2016-01-01,2017-12-31 23:00:00,17544.0,33.048335613315096,0.6695166438668491,0.9998860009119928,Bear,Parking,36.0
Bear_parking_Bruce,17544,17412,2016-01-01,2017-12-31 23:00:00,17544.0,0.7523939808481539,0.9924760601915185,0.9998860009119928,Bear,Parking,28441.3
Bear_parking_Gordon,17544,17499,2016-01-01,2017-12-31 23:00:00,17544.0,0.2564979480164209,0.9974350205198358,0.9998860009119928,Bear,Parking,9154.6
Bear_public_Arlean,17544,15376,2016-01-01,2017-12-31 23:00:00,17544.0,12.357501139990879,0.8764249886000912,0.9998860009119928,Bear,Public services,12131.4
Bear_public_Jocelyn,17544,17542,2016-01-01,2017-12-31 23:00:00,17544.0,0.01139990880072439,0.9998860009119928,0.9998860009119928,Bear,Public services,6382.5
Bear_public_Lowell,17544,17541,2016-01-01,2017-12-31 23:00:00,17544.0,0.017099863201097687,0.999829001367989,0.9998860009119928,Bear,Public services,12299.8
Bear_public_Orville,17544,17542,2016-01-01,2017-12-31 23:00:00,17544.0,0.01139990880072439,0.9998860009119928,0.9998860009119928,Bear,Public services,2700.0
Bear_public_Rayna,17544,17542,2016-01-01,2017-12-31 23:00:00,17544.0,0.01139990880072439,0.9998860009119928,0.9998860009119928,Bear,Public services,15469.7
Bear_public_Valorie,17544,17542,2016-01-01,2017-12-31 23:00:00,17544.0,0.01139990880072439,0.9998860009119928,0.9998860009119928,Bear,Public services,17598.2
Bear_science_Alison,17544,17510,2016-01-01,2017-12-31 23:00:00,17544.0,0.19379844961240345,0.998062015503876,0.9998860009119928,Bear,Technology/science,4945.6
Bear_science_Eleanor,17544,17482,2016-01-01,2017-12-31 23:00:00,17544.0,0.3533971728226226,0.9964660282717738,0.9998860009119928,Bear,Technology/science,3081.3
Bear_utility_Sidney,17544,17471,2016-01-01,2017-12-31 23:00:00,17544.0,0.41609667122662897,0.9958390332877337,0.9998860009119928,Bear,Utility,2176.9
Bobcat_assembly_Adam,17544,15240,2016-01-01,2017-12-31 23:00:00,17544.0,13.132694938440492,0.8686730506155951,0.9989170086639307,Bobcat,Entertainment/public assembly,2053.2
Bobcat_assembly_Billy,17544,15151,2016-01-01,2017-12-31 23:00:00,17544.0,13.639990880072961,0.8636000911992704,0.9989170086639307,Bobcat,Entertainment/public assembly,19859.1
Bobcat_assembly_Camilla,17544,15249,2016-01-01,2017-12-31 23:00:00,17544.0,13.08139534883721,0.8691860465116279,0.9989170086639307,Bobcat,Entertainment/public assembly,3696.4
Bobcat_assembly_Franklin,17544,16218,2016-01-01,2017-12-31 23:00:00,17544.0,7.558139534883724,0.9244186046511628,0.9989170086639307,Bobcat,Entertainment/public assembly,15047.4
Bobcat_education_Alissa,17544,16504,2016-01-01,2017-12-31 23:00:00,17544.0,5.927952576379392,0.9407204742362061,0.9989170086639307,Bobcat,Education,11254.8
Bobcat_education_Angela,17544,16481,2016-01-01,2017-12-31 23:00:00,17544.0,6.059051527587778,0.9394094847241222,0.9989170086639307,Bobcat,Education,8802.7
Bobcat_education_Barbra,17544,110,2016-01-01,2017-12-31 23:00:00,17544.0,99.37300501595988,0.00626994984040119,0.9989170086639307,Bobcat,Education,2538.0
Bobcat_education_Coleman,17544,16158,2016-01-01,2017-12-31 23:00:00,17544.0,7.90013679890561,0.9209986320109439,0.9989170086639307,Bobcat,Education,10551.9
Bobcat_education_Dylan,17544,14998,2016-01-01,2017-12-31 23:00:00,17544.0,14.512083903328776,0.8548791609667122,0.9989170086639307,Bobcat,Education,17358.0
Bobcat_education_Emile,17544,3035,2016-01-01,2017-12-31 23:00:00,17544.0,82.70063839489285,0.17299361605107155,0.9989170086639307,Bobcat,Education,5003.3
Bobcat_education_Hollis,17544,15254,2016-01-01,2017-12-31 23:00:00,17544.0,13.052895576835388,0.8694710442316461,0.9989170086639307,Bobcat,Education,8173.2
Bobcat_education_Jayne,17544,15425,2016-01-01,2017-12-31 23:00:00,17544.0,12.07820337437301,0.8792179662562699,0.9989170086639307,Bobcat,Education,6259.5
Bobcat_education_Karin,17544,7868,2016-01-01,2017-12-31 23:00:00,17544.0,55.152758777929776,0.4484724122207022,0.9989170086639307,Bobcat,Education,6052.1
Bobcat_education_Marisha,17544,13558,2016-01-01,2017-12-31 23:00:00,17544.0,22.720018239854078,0.7727998176014592,0.9989170086639307,Bobcat,Education,6913.8
Bobcat_education_Miki,17544,12210,2016-01-01,2017-12-31 23:00:00,17544.0,30.403556771545826,0.6959644322845417,0.9989170086639307,Bobcat,Education,16116.7
Bobcat_education_Monte,17544,12924,2016-01-01,2017-12-31 23:00:00,17544.0,26.333789329685363,0.7366621067031464,0.9989170086639307,Bobcat,Education,2147.2
Bobcat_education_Rodrick,17544,3913,2016-01-01,2017-12-31 23:00:00,17544.0,77.69607843137256,0.2230392156862745,0.9989170086639307,Bobcat,Education,11088.0
Bobcat_education_Rosalva,17544,14384,2016-01-01,2017-12-31 23:00:00,17544.0,18.011855905152764,0.8198814409484724,0.9989170086639307,Bobcat,Education,7836.0
Bobcat_education_Seth,17544,659,2016-01-01,2017-12-31 23:00:00,17544.0,96.2437300501596,0.03756269949840396,0.9989170086639307,Bobcat,Education,17179.3
Bobcat_education_Toni,17544,15456,2016-01-01,2017-12-31 23:00:00,17544.0,11.901504787961692,0.8809849521203831,0.9989170086639307,Bobcat,Education,2033.8
Bobcat_education_Whitney,17544,15118,2016-01-01,2017-12-31 23:00:00,17544.0,13.828089375285002,0.86171910624715,0.9989170086639307,Bobcat,Education,6957.1
Bobcat_lodging_Darin,17544,16488,2016-01-01,2017-12-31 23:00:00,17544.0,6.019151846785231,0.9398084815321477,0.9989170086639307,Bobcat,Lodging/residential,8220.1
Bobcat_lodging_Melaine,17544,16501,2016-01-01,2017-12-31 23:00:00,17544.0,5.945052439580478,0.9405494756041952,0.9989170086639307,Bobcat,Lodging/residential,3294.8
Bobcat_lodging_Nickolas,17544,16500,2016-01-01,2017-12-31 23:00:00,17544.0,5.950752393980851,0.9404924760601915,0.9989170086639307,Bobcat,Lodging/residential,4834.1
Bobcat_office_Alma,17544,16324,2016-01-01,2017-12-31 23:00:00,17544.0,6.953944368445053,0.9304605563155495,0.9989170086639307,Bobcat,Office,1060.9
Bobcat_office_Justine,17544,13834,2016-01-01,2017-12-31 23:00:00,17544.0,21.1468308253534,0.788531691746466,0.9989170086639307,Bobcat,Office,2445.7
Bobcat_office_Kassandra,17544,14597,2016-01-01,2017-12-31 23:00:00,17544.0,16.79776561787506,0.8320223438212494,0.9989170086639307,Bobcat,Office,4003.6
Bobcat_office_Melody,17544,13932,2016-01-01,2017-12-31 23:00:00,17544.0,20.588235294117652,0.7941176470588235,0.9989170086639307,Bobcat,Office,2503.6
Bobcat_office_Nikita,17544,16347,2016-01-01,2017-12-31 23:00:00,17544.0,6.8228454172366675,0.9317715458276333,0.9989170086639307,Bobcat,Office,3895.7
Bobcat_other_Howard,17544,16198,2016-01-01,2017-12-31 23:00:00,17544.0,7.672138622891012,0.9232786137710899,0.9989170086639307,Bobcat,Other,428.0
Bobcat_other_Jovita,17544,16060,2016-01-01,2017-12-31 23:00:00,17544.0,8.45873233014136,0.9154126766985864,0.9989170086639307,Bobcat,Other,416.4
Bobcat_other_Timothy,17544,16474,2016-01-01,2017-12-31 23:00:00,17544.0,6.098951208390336,0.9390104879160966,0.9989170086639307,Bobcat,Other,938.6
Bobcat_public_Angie,17544,2981,2016-01-01,2017-12-31 23:00:00,17544.0,83.00843593251254,0.16991564067487464,0.9989170086639307,Bobcat,Public services,14777.3
Bobcat_science_Tammy,17544,6707,2016-01-01,2017-12-31 23:00:00,17544.0,61.770405836753305,0.38229594163246694,0.9989170086639307,Bobcat,Technology/science,10150.9
Bobcat_warehouse_Charlie,17544,562,2016-01-01,2017-12-31 23:00:00,17544.0,96.79662562699498,0.03203374373005019,0.9989170086639307,Bobcat,Warehouse/storage,2213.2
Bull_assembly_Amalia,17544,17219,2016-01-01,2017-12-31 23:00:00,17544.0,1.8524851801185571,0.9814751481988144,0.9991450068399452,Bull,Entertainment/public assembly,52377.0
Bull_assembly_Beau,17544,17244,2016-01-01,2017-12-31 23:00:00,17544.0,1.7099863201094356,0.9829001367989056,0.9991450068399452,Bull,Entertainment/public assembly,46789.1
Bull_assembly_Brandon,17544,17233,2016-01-01,2017-12-31 23:00:00,17544.0,1.772685818513453,0.9822731418148655,0.9991450068399452,Bull,Entertainment/public assembly,4140.1
Bull_assembly_Daryl,17544,16677,2016-01-01,2017-12-31 23:00:00,17544.0,4.941860465116276,0.9505813953488372,0.9991450068399452,Bull,Entertainment/public assembly,1491.3
Bull_assembly_Dorethea,17544,17210,2016-01-01,2017-12-31 23:00:00,17544.0,1.903784769721839,0.9809621523027816,0.9991450068399452,Bull,Entertainment/public assembly,3234.8
Bull_assembly_Freddie,17544,17215,2016-01-01,2017-12-31 23:00:00,17544.0,1.875284997720017,0.9812471500227998,0.9991450068399452,Bull,Entertainment/public assembly,21815.4
Bull_assembly_Gerri,17544,17217,2016-01-01,2017-12-31 23:00:00,17544.0,1.8638850889192926,0.9813611491108071,0.9991450068399452,Bull,Entertainment/public assembly,11079.8
Bull_assembly_Gigi,17544,17091,2016-01-01,2017-12-31 23:00:00,17544.0,2.582079343365251,0.9741792065663475,0.9991450068399452,Bull,Entertainment/public assembly,39620.5
Bull_assembly_Goldie,17544,17217,2016-01-01,2017-12-31 23:00:00,17544.0,1.8638850889192926,0.9813611491108071,0.9991450068399452,Bull,Entertainment/public assembly,4864.1
Bull_assembly_Katia,17544,16288,2016-01-01,2017-12-31 23:00:00,17544.0,7.159142726858181,0.9284085727314182,0.9991450068399452,Bull,Entertainment/public assembly,6142.8
Bull_assembly_Lance,17544,17231,2016-01-01,2017-12-31 23:00:00,17544.0,1.7840857273141775,0.9821591427268582,0.9991450068399452,Bull,Entertainment/public assembly,24355.6
Bull_assembly_Lesa,17544,17205,2016-01-01,2017-12-31 23:00:00,17544.0,1.9322845417236612,0.9806771545827634,0.9991450068399452,Bull,Entertainment/public assembly,1892.6
Bull_assembly_Maren,17544,16210,2016-01-01,2017-12-31 23:00:00,17544.0,7.603739170086643,0.9239626082991336,0.9991450068399452,Bull,Entertainment/public assembly,11345.5
Bull_assembly_Nathanial,17544,16985,2016-01-01,2017-12-31 23:00:00,17544.0,3.1862745098039214,0.9681372549019608,0.9991450068399452,Bull,Entertainment/public assembly,23436.5
Bull_assembly_Newton,17544,15735,2016-01-01,2017-12-31 23:00:00,17544.0,10.311217510259919,0.8968878248974008,0.9991450068399452,Bull,Entertainment/public assembly,527.9
Bull_assembly_Nick,17544,17092,2016-01-01,2017-12-31 23:00:00,17544.0,2.576379388964889,0.9742362061103511,0.9991450068399452,Bull,Entertainment/public assembly,32032.8
Bull_assembly_Vanessa,17544,17242,2016-01-01,2017-12-31 23:00:00,17544.0,1.7213862289101711,0.9827861377108983,0.9991450068399452,Bull,Entertainment/public assembly,12776.2
Bull_education_Annette,17544,13852,2016-01-01,2017-12-31 23:00:00,17544.0,21.044231646146827,0.7895576835385317,0.9991450068399452,Bull,Education,6484.5
Bull_education_Antonia,17544,17176,2016-01-01,2017-12-31 23:00:00,17544.0,2.0975832193342425,0.9790241678066576,0.9991450068399452,Bull,Education,37099.0
Bull_education_Arthur,17544,17219,2016-01-01,2017-12-31 23:00:00,17544.0,1.8524851801185571,0.9814751481988144,0.9991450068399452,Bull,Education,22083.2
Bull_education_Barry,17544,17185,2016-01-01,2017-12-31 23:00:00,17544.0,2.0462836297309606,0.9795371637026904,0.9991450068399452,Bull,Education,18440.1
Bull_education_Bernice,17544,16370,2016-01-01,2017-12-31 23:00:00,17544.0,6.69174646602827,0.9330825353397173,0.9991450068399452,Bull,Education,14481.9
Bull_education_Brady,17544,17243,2016-01-01,2017-12-31 23:00:00,17544.0,1.715686274509809,0.9828431372549019,0.9991450068399452,Bull,Education,3636.5
Bull_education_Brain,17544,17221,2016-01-01,2017-12-31 23:00:00,17544.0,1.8410852713178327,0.9815891472868217,0.9991450068399452,Bull,Education,21365.2
Bull_education_Brandi,17544,17241,2016-01-01,2017-12-31 23:00:00,17544.0,1.7270861833105333,0.9827291381668947,0.9991450068399452,Bull,Education,2901.6
Bull_education_Brenda,17544,17221,2016-01-01,2017-12-31 23:00:00,17544.0,1.8410852713178327,0.9815891472868217,0.9991450068399452,Bull,Education,14652.9
Bull_education_Bryon,17544,17238,2016-01-01,2017-12-31 23:00:00,17544.0,1.744186046511631,0.9825581395348837,0.9991450068399452,Bull,Education,4723.7
Bull_education_Carl,17544,17218,2016-01-01,2017-12-31 23:00:00,17544.0,1.8581851345189193,0.9814181486548108,0.9991450068399452,Bull,Education,25622.0
Bull_education_Clarice,17544,17242,2016-01-01,2017-12-31 23:00:00,17544.0,1.7213862289101711,0.9827861377108983,0.9991450068399452,Bull,Education,5132.0
Bull_education_Clarita,17544,16671,2016-01-01,2017-12-31 23:00:00,17544.0,4.976060191518473,0.9502393980848153,0.9991450068399452,Bull,Education,18546.0
Bull_education_Dakota,17544,17246,2016-01-01,2017-12-31 23:00:00,17544.0,1.6985864113087112,0.9830141358869129,0.9991450068399452,Bull,Education,3585.9
Bull_education_Dan,17544,17213,2016-01-01,2017-12-31 23:00:00,17544.0,1.8866849065207525,0.9811331509347925,0.9991450068399452,Bull,Education,11941.4
Bull_education_Dania,17544,17242,2016-01-01,2017-12-31 23:00:00,17544.0,1.7213862289101711,0.9827861377108983,0.9991450068399452,Bull,Education,5215.3
Bull_education_Delia,17544,12111,2016-01-01,2017-12-31 23:00:00,17544.0,30.96785225718194,0.6903214774281806,0.9991450068399452,Bull,Education,28356.2
Bull_education_Dora,17544,17181,2016-01-01,2017-12-31 23:00:00,17544.0,2.0690834473324204,0.9793091655266758,0.9991450068399452,Bull,Education,15672.4
Bull_education_Dottie,17544,16916,2016-01-01,2017-12-31 23:00:00,17544.0,3.5795713634290904,0.9642042863657091,0.9991450068399452,Bull,Education,39822.6
Bull_education_Elva,17544,17245,2016-01-01,2017-12-31 23:00:00,17544.0,1.7042863657090734,0.9829571363429093,0.9991450068399452,Bull,Education,5631.9
Bull_education_Fabiola,17544,17219,2016-01-01,2017-12-31 23:00:00,17544.0,1.8524851801185571,0.9814751481988144,0.9991450068399452,Bull,Education,10370.1
Bull_education_Geneva,17544,17105,2016-01-01,2017-12-31 23:00:00,17544.0,2.502279981760147,0.9749772001823985,0.9991450068399452,Bull,Education,2321.8
